tx,destination_address,exchange,token_name,token_erc20,number_of_coins_transferred,utc_date_of_transfer,utc_date_time_of_transfer
0x4cdf631cb84f6584eeadfefc207bc17a7079654e43656dd33b28b2f1f35ac4af,0x46705dfff24256421a05d056c29e81bdc09723b8,Huobi 12,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,999981,Mon, 24 Apr 2023 19:42:11 GMT
0xed980e5e401b8632e043f8538d7c0a360ce2afc97c3acb829ffa8c8937b0db5d,0xcffad3200574698b78f32232aa9d63eabd290703,Crypto.com 5,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,1434,Mon, 24 Apr 2023 19:43:47 GMT
0x8b7f54743dc5394fde6f2ae0a2a214bed9f1c7b533f7c90e7bc7221e8e4409a5,0x89e51fa8ca5d66cd220baed62ed01e8951aa7c40,Kraken 7,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,1000,Mon, 24 Apr 2023 19:43:47 GMT
0xf10fad93303ed3785248248c348ad5c3f9adbaab879b6cb471572c60f5f68c9c,0x46705dfff24256421a05d056c29e81bdc09723b8,Huobi 12,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,21433,Mon, 24 Apr 2023 19:44:47 GMT
0xa9f498ab0b1ca95086619e9a3ad57aff6d8e2bacfeaf2591da94a750ddcc058b,0x46705dfff24256421a05d056c29e81bdc09723b8,Huobi 12,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,1000,Mon, 24 Apr 2023 19:44:47 GMT
0xbf7e29cb3ef85c3d0dcfdd62dd5e52143f4d3984ae9aad2fcaa28e21e058454d,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,Coinbase 10,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,734,Mon, 24 Apr 2023 19:45:11 GMT
0xef43ef46ce48fcd0520009c591c832670c181b9ed5e9205673564af44cb003f8,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,Coinbase 10,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,530,Mon, 24 Apr 2023 19:45:11 GMT
0xb9ae53d1c80765f0c48da101577d344e860122920807e742501b0c0532608e58,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,Coinbase 10,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,1000,Mon, 24 Apr 2023 19:45:11 GMT
0x7e012c15a97aceea700d2e9f4c015a8dd10b2a8095082a96371b8e9fd22f910f,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,Coinbase 10,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,530,Mon, 24 Apr 2023 19:45:11 GMT
0xb4bc2ac64a9e44fb70cb9116308ebdf63ed11bd443263f718be1ebfcd852d7cb,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,Coinbase 10,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,2850,Mon, 24 Apr 2023 19:45:11 GMT
0xe44d3216e26a9a544871aaaae5b22f20d11dd52c25db527f78bd06e9b6d55382,0x46705dfff24256421a05d056c29e81bdc09723b8,Huobi 12,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,100000,Mon, 24 Apr 2023 19:45:23 GMT
0x5fb1162c0c74831a7f91fb6ef3ccdd8e748487d6ef066d22adb7c2ab0e6802a7,0x46705dfff24256421a05d056c29e81bdc09723b8,Huobi 12,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,258,Mon, 24 Apr 2023 19:45:23 GMT
0x3d0fea50c1c9ee286094b4382186e508cd167dd9ae30bf6fe0d0aa1b1fef3445,0x46705dfff24256421a05d056c29e81bdc09723b8,Huobi 12,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,144,Mon, 24 Apr 2023 19:45:23 GMT
0x637699cddc330006c182f97c2b4a068716021dce0ce2eaed95a4dd2ee0c66a7c,0x46705dfff24256421a05d056c29e81bdc09723b8,Huobi 12,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,100,Mon, 24 Apr 2023 19:46:35 GMT
0x6414892208f55b0f91ecb30bc28ecc4ec2563505a7fab13a3f3276f05a650d6a,0x89e51fa8ca5d66cd220baed62ed01e8951aa7c40,Kraken 7,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,2445,Mon, 24 Apr 2023 19:48:11 GMT
0x940e1924911c8fb781f781cc55f38724a78c7e8923894ba146912832aaa7f84d,0x89e51fa8ca5d66cd220baed62ed01e8951aa7c40,Kraken 7,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,50,Mon, 24 Apr 2023 19:48:11 GMT
0x8b7f1d24286eb1c1d5648e42d0249ef4e8997b8526a5ff37a6f79d1d5315071b,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,Coinbase 10,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,2500,Mon, 24 Apr 2023 19:50:11 GMT
0x82d653a9ba35e0f5375ee9eeddea381c2b22d6dcf54fe3d61c1ea7776476cb31,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,Coinbase 10,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,530,Mon, 24 Apr 2023 19:50:11 GMT
0x97ce5c081cc4bec4f4c15fab1b729a6ad9ac00674fc472ea5f15bb1fbd7c0763,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,Coinbase 10,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,751,Mon, 24 Apr 2023 19:50:11 GMT
0x4670a7c131a2468ea69cc48b5b2a5f2f11c798c6882f519ac7118bba149ff3d7,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,Coinbase 10,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,530,Mon, 24 Apr 2023 19:50:11 GMT
0xd2a2399ef87518b5bc716e649dc39fdff42bdcb5878106e8bf37dbde42bae600,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,Coinbase 10,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,800,Mon, 24 Apr 2023 19:50:11 GMT
0x241a551587cd5dd34accb8dd518b0a3dcde8f32170893eec722ea0f09c84177d,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,Coinbase 10,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,737,Mon, 24 Apr 2023 19:50:11 GMT
0x3064bd056c5066328a8093ab160f5e699e8578d73dc688f2a1c0eae779f23b89,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,Coinbase 10,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,573,Mon, 24 Apr 2023 19:50:11 GMT
0x39f1898ecf4c2700db56515575f802f2b76750cc258712746c7bab95d159f914,0x89e51fa8ca5d66cd220baed62ed01e8951aa7c40,Kraken 7,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,738,Mon, 24 Apr 2023 19:50:47 GMT
0x3afd2f2b17d72826f2b2181caa1b6f3c77d33061a885ed35898b23c6b5217c1d,0x89e51fa8ca5d66cd220baed62ed01e8951aa7c40,Kraken 7,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,293592,Mon, 24 Apr 2023 19:53:11 GMT
0xfd2a9400f7a98dfd4ddbe85b18cdede563f377058c3dbd21c3f1ec3a178bd349,0x89e51fa8ca5d66cd220baed62ed01e8951aa7c40,Kraken 7,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,10807,Mon, 24 Apr 2023 19:54:11 GMT
0xd7d4f563ec8a9cdcc69b50c1e14da63cc620d49a27158dfb8b92750945663547,0x89e51fa8ca5d66cd220baed62ed01e8951aa7c40,Kraken 7,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,93,Mon, 24 Apr 2023 19:54:59 GMT
0x67713de04f7c5dcac8b6398f0925b619892bdc32faa6e277f594f5a705f45d09,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,Coinbase 10,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,530,Mon, 24 Apr 2023 19:55:11 GMT
0xe7ce2f347b964649084e07006b0388f37440fb7f4fc087993ea94de8d0dde3c8,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,Coinbase 10,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,530,Mon, 24 Apr 2023 19:55:11 GMT
0xb5668913792278e734dd00e7c4036bfd66c7dea5680ea03de0a68d54cc582303,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,Coinbase 10,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,1496,Mon, 24 Apr 2023 19:55:11 GMT
0xc4ff595a02b8af5dd6e3ec54399f6c7253f3876b93b91fedd99124419c599314,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,Coinbase 10,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,1800,Mon, 24 Apr 2023 19:55:11 GMT
0x36881f987120fd1890ccbee3a2f416be443ac3dfb2e38d79917d4fa876324905,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,Coinbase 10,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,2303,Mon, 24 Apr 2023 19:55:11 GMT
0x6e29d222319022d34e1d308e5f535682f6507ec044609bc64e8b481d65c4171a,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,Coinbase 10,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,1779,Mon, 24 Apr 2023 19:55:11 GMT
0x053b4cbc04915d2c9015c863240a078af1493f69b38f659ff80508b6d0a2a695,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,Coinbase 10,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,1182,Mon, 24 Apr 2023 19:55:11 GMT
0xa243b29c9b33e0574fc49c8975c04936857f9343020738a93458cb2781b66371,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,Coinbase 10,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,4742,Mon, 24 Apr 2023 19:55:11 GMT
0xdbd3019759ca14730d00e19ffe7252849004cbc7c25a84203575e6ba19653cb0,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,Coinbase 10,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,3750,Mon, 24 Apr 2023 19:55:11 GMT
0x12f38720a26fafb82fd06f0b2acc45b028af00e6ea0648a464b765dca07de3a1,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,Coinbase 10,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,600,Mon, 24 Apr 2023 19:55:11 GMT
0x69ceec671fac0de46deab550e944ebb66343481979e0e09b56d611c7ae2ace35,0xcffad3200574698b78f32232aa9d63eabd290703,Crypto.com 5,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,2054,Mon, 24 Apr 2023 19:56:11 GMT
0xa48611c7bdd702d205ec03496d746a2f8665a17a463909c4d0137e7228cf4507,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,Coinbase 10,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,4800,Mon, 24 Apr 2023 19:56:59 GMT
0xfaab31119a39b07e9a16f447984386ab0db89fe76ac8f1c22c5e5643931194d0,0x89e51fa8ca5d66cd220baed62ed01e8951aa7c40,Kraken 7,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,55,Mon, 24 Apr 2023 19:57:47 GMT
0xa76951cb9b8195f6430a1cf0fbccd862e54023c15cf147a330c2702be4d9de62,0x1522900b6dafac587d499a862861c0869be6e428,Bitstamp 2,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,3993,Mon, 24 Apr 2023 19:58:11 GMT
0x2551e4bf7d475a64d9fb897c8d061ea607c976ff678a3fc090592df1465bef9c,0x89e51fa8ca5d66cd220baed62ed01e8951aa7c40,Kraken 7,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,1590538,Mon, 24 Apr 2023 19:58:35 GMT
0xdb7a674aa74050c5cfe8c91a71350a4741fd691388066c5575ad92e90c7bd4e9,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,Coinbase 10,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,2500,Mon, 24 Apr 2023 20:00:11 GMT
0xa0d136ffeef93416a58c4b56db0dcbd8952b2a441cc41f67909e880cdb0fe31d,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,Coinbase 10,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,529,Mon, 24 Apr 2023 20:00:11 GMT
0xc05a1a524622296befbc002348c9d682ec902ee47628fc8b8fc2149ea19c8a6c,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,Coinbase 10,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,973,Mon, 24 Apr 2023 20:00:11 GMT
0x31d0e77ed2803d5437eb61da193d82beb8306375c99fa5172a2d72e886f81137,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,Coinbase 10,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,969,Mon, 24 Apr 2023 20:00:11 GMT
0xb97de1220a2a10554d8fbded8d57f2b72a4bfd97846731b3a6fcdd48056f6439,0xa9d1e08c7793af67e9d92fe308d5697fb81d3e43,Coinbase 10,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,2499,Mon, 24 Apr 2023 20:00:11 GMT
0xec45fbd9ee5a232c02417ce4ee3e5c5677d1d4217f3ddcb13be79cf1c345397e,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,502000,Mon, 24 Apr 2023 20:00:23 GMT
0x3bfc74f3a3246f0e73e7c9854c4af056673c8645668720546bb2ff826f9970cc,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,37846,Mon, 24 Apr 2023 20:00:23 GMT
0x89cc22af06b5d278ed9f945ac9a2a03dec28d5dd342e74d0de0cb89d05ca93cf,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,39828,Mon, 24 Apr 2023 20:00:23 GMT
0x4d04268dcd9310e605540989356a05852396e9acebb245660da69f83dc684bb8,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,30016,Mon, 24 Apr 2023 20:00:23 GMT
0xe7bf327b074395b8562166e3979166def26a9454f8f66f6231b8c36d77811a37,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,26315,Mon, 24 Apr 2023 20:00:23 GMT
0xe3f7e6e70bda749c12bb96d0f49ebd86bd8d8016812d9d3e24e8e37f4c2b78c6,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,31547,Mon, 24 Apr 2023 20:00:23 GMT
0x66cb435af7a26e50b7a170dbb75f2cad78d4bada8ad939f6b0806d8f38915f0b,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,17124,Mon, 24 Apr 2023 20:00:23 GMT
0x9e6bdf9d60ce1fdca9a07ef587df6b152f32e164359ac0bf2fb5ada14588e8bb,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,12311,Mon, 24 Apr 2023 20:00:23 GMT
0xed22fc4f734d860e55ba1ec2a72def0a5c36f35eedd3755dacc20cc57b4c60ee,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,12141,Mon, 24 Apr 2023 20:00:23 GMT
0x5bce365f9d54ac4062f0e4c43fc4fb5995c3eb9361cc6da6f700e54877d53c3c,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,10000,Mon, 24 Apr 2023 20:00:23 GMT
0xd7ea9d661852d266ab91682f903a5fef05fe020a23ce5d39534260d28e6046c2,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,9000,Mon, 24 Apr 2023 20:00:23 GMT
0x52fc2e4f36717e6722d2709265f60c9e69d7d26d4166c7d9c96d01899988cc47,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,6000,Mon, 24 Apr 2023 20:00:23 GMT
0x452da35a0244cffcc4b5daf5aff0de623df42de0bd994034cadfe9e4384ace7b,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,5000,Mon, 24 Apr 2023 20:00:23 GMT
0x5044741ae5cff3af0182143d3d63922c571a491c2e705fdbead5ccf515dd1a0a,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,4600,Mon, 24 Apr 2023 20:00:23 GMT
0x3e65182ee8104e2622db7ef2a96acffe1a7b5ab4a45c9eba225dca5361df11fa,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,4000,Mon, 24 Apr 2023 20:00:23 GMT
0x42f1dae4f98a067854c0673e43453c35abf2efa58dbb656adeb83eb0226c07b0,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,3869,Mon, 24 Apr 2023 20:00:23 GMT
0x9a2402f4d45de50e0b8b4c2e4d59fdaaca6578669d629629ef5d011770654a62,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,3814,Mon, 24 Apr 2023 20:00:23 GMT
0x8f7a8a62132e1d2d89c9f3563e899d5871ac1ae5be24c00ef432bf1def5c926b,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,3630,Mon, 24 Apr 2023 20:00:23 GMT
0x6e1972d29a250810bee58082386a367a8629de2226ecd076cb54e88048b23a77,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,3150,Mon, 24 Apr 2023 20:00:23 GMT
0xfd1893295b07f6079892fe323b97e8d149b66fe57ab663ded29bce5b57ba0b84,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,3000,Mon, 24 Apr 2023 20:00:23 GMT
0x4e3c12c5fadaa4f6a2676fe287af78061ea07780482c18dd9568d6bf24b57c44,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,2976,Mon, 24 Apr 2023 20:00:23 GMT
0xfe81ec5b83f077b717fb3d0def44478ad61ff444ec0ecef77a1036e81e8651a0,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,2976,Mon, 24 Apr 2023 20:00:23 GMT
0xca982d24c46d9f8175ccf8324155e10adf74b9f392ae6b4090d36de84337861a,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,2830,Mon, 24 Apr 2023 20:00:23 GMT
0xe59c33325adc85ed1bede8cf50358269553b6eb954226ec724b25241074754f6,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,29062,Mon, 24 Apr 2023 20:00:23 GMT
0xcf006065f5fdd7728e6965c98d56d85c5abefa9765e168f11765ce514f07cb66,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,2999964,Mon, 24 Apr 2023 20:00:23 GMT
0x5929e91a53da90b7dca5533e5a0eb59a37f97cd295f48f3e28da1c70e0d8a0da,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,191828,Mon, 24 Apr 2023 20:00:23 GMT
0xc12e12d1926b35b1ab3d1ae2fa8b7991c394752e6f6d25b4f16c499c201adfa3,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,693,Mon, 24 Apr 2023 20:00:23 GMT
0xd940d1833e5ed42e64a36c8a2eff7e975e66cd9affba7c7e1a0402f0c14a2071,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,1651,Mon, 24 Apr 2023 20:00:23 GMT
0x029c521421affc088d67ea0639198bf245c1c08bd39008f3a7b008fbdef65ca2,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,5900,Mon, 24 Apr 2023 20:00:23 GMT
0xd4ec214df5b5092d6f6edf3637d170f28a5a9a8f0121ec49c4853819fedebda8,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,457,Mon, 24 Apr 2023 20:00:23 GMT
0xdcc15ce85b2a3bcd24d87c1fa4d2a43a0e7bac29009249f9e4b7d36b50e4d110,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,3750,Mon, 24 Apr 2023 20:00:23 GMT
0xc13e018061ae28d9a0c90746219d22d24d21c74586b3b3c41fa26f0a5ba676e2,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,900309,Mon, 24 Apr 2023 20:00:23 GMT
0xad36d35a8a89c54d0f164aaf908403c475e319d87843127d2b7014b7c4015dc5,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,400000,Mon, 24 Apr 2023 20:00:23 GMT
0xd60bbff281eb74984f68df22ebd2ccd22f10e34804afc5e9b2b56a925683cd89,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,8758,Mon, 24 Apr 2023 20:00:23 GMT
0x56429fc514c5c99ad793e02fc7d1dcd5b934c7017cb321fe25cd5f44e3b071aa,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,522020,Mon, 24 Apr 2023 20:00:23 GMT
0xe125bb235a66228b014cc6182c48f61335969e829f5e43dc76ddcd0869fc2f4d,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,419469,Mon, 24 Apr 2023 20:00:23 GMT
0x35acf8fb293cb04f94a73fe6c9d5a5719ef366ee99571b1a0fbf08c1b62ccd10,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,879,Mon, 24 Apr 2023 20:00:23 GMT
0x137d2142d0c6c15c766d93cd8a21b872eef8c9a6f17f68a26ca3715b24bc29da,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,1000,Mon, 24 Apr 2023 20:00:23 GMT
0xc05c4162a8935629e4e2093332ec9ab0a7d504d1359c425554233cd958fd3b6c,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,2670,Mon, 24 Apr 2023 20:00:35 GMT
0x6f43acd38c9581286899a379a30c336192d1f444fafbfe9042f9e0b564dac8e4,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,2331,Mon, 24 Apr 2023 20:00:35 GMT
0x669e781ef6ad8a2c94bb109a046c9c29919370732008f9d306b5234c4d657c36,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,2000,Mon, 24 Apr 2023 20:00:35 GMT
0x7285c1b7291388511f9069b05ce5c7f32a89e0748cfcac98e6933a7b9241b65a,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,1808,Mon, 24 Apr 2023 20:00:35 GMT
0x2d500413b3d33b1bbefb205b85f39e2cc8e30fb309dadfbb55adda194077e72f,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,1473,Mon, 24 Apr 2023 20:00:35 GMT
0xb0ff28d92e379713a5a8c947b2e5e7577e2751f075aef05a5ac37346017135ef,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,1452,Mon, 24 Apr 2023 20:00:35 GMT
0xaa2f9ad45cee853c890b877f9700f9162e0bac1a80019b29e3240bb9189aff98,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,1050,Mon, 24 Apr 2023 20:00:35 GMT
0x911aa7df1c2c34df048d70aaefe2cc011149426bb6e1b8d721651ab491cfffef,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,1040,Mon, 24 Apr 2023 20:00:35 GMT
0x7a748f89508699e659676a8a478ba3b9bfa1d3a070418d8a4e78b8ced9d30f85,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,1000,Mon, 24 Apr 2023 20:00:35 GMT
0xe89e8e5381b442c400eaf05b57e48a442d2a6bf1f618360d208cf707bd65b1a6,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,1000,Mon, 24 Apr 2023 20:00:35 GMT
0x4ca7db4528543d96f1bf88a231375eeb14b357906fa52daceb1f7215b7c3d191,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,1000,Mon, 24 Apr 2023 20:00:35 GMT
0x81a041bb58c9de1c03cbb73dcea2081da10a53400e0e6fcd70f9bef8bf60a364,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,994,Mon, 24 Apr 2023 20:00:35 GMT
0xc82273a476fa707450e200d22777f3a4113137b1c76efe6ad07e87c6f67c142c,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,1000,Mon, 24 Apr 2023 20:00:35 GMT
0xfaf262f5c7e866f99e23460dd10f13f276ff59270cf791978ecf62774860e5e7,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,800,Mon, 24 Apr 2023 20:00:35 GMT
0x45c10d358de5d1bfe3ae95fc64f04bcbcf6d7d55ce5cbfc8e4912307ebb2065c,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,800,Mon, 24 Apr 2023 20:00:35 GMT
0x5b4625aab24e5ad6827081a266807445ce4fed121dfd072f26b43e3079b34d11,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,754,Mon, 24 Apr 2023 20:00:35 GMT
0x1eb30f1952571823d832b39c14ddd6585f77eea01fe9f14e3d1d6234d74dec08,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,698,Mon, 24 Apr 2023 20:00:47 GMT
0xc0fadc56f8914f638ec564a76088a9fbbfa5b882f119f3d4f67761f521655ac0,0x28c6c06298d514db089934071355e5743bf21d60,Binance 14,Tether,0xdac17f958d2ee523a2206206994597c13d831ec7,602,Mon, 24 Apr 2023 20:00:47 GMT
